date,currency,tenor,floating_rate,rate
2025-03-21,AUD,9M,3M BBSW,3.8548239033717158
2025-03-20,AUD,9M,3M BBSW,3.844348873467051
2025-03-19,AUD,9M,3M BBSW,3.9054999999840327
2025-03-18,AUD,9M,3M BBSW,3.9020000000141395
2025-03-17,AUD,9M,3M BBSW,3.895300000014632
2025-03-14,AUD,9M,3M BBSW,3.8644479215014913
2025-03-13,AUD,9M,3M BBSW,3.8493130365529917
2025-03-12,AUD,9M,3M BBSW,3.8951999999834572
2025-03-11,AUD,9M,3M BBSW,3.8859000000152655
2025-03-10,AUD,9M,3M BBSW,3.8693000000161684
2025-03-07,AUD,9M,3M BBSW,3.8756183679348055
2025-03-06,AUD,9M,3M BBSW,3.874628078038548
2025-03-05,AUD,9M,3M BBSW,3.9224000000504162
2025-03-04,AUD,9M,3M BBSW,3.907600000023755
2025-03-03,AUD,9M,3M BBSW,3.8899000000152046
2025-02-28,AUD,9M,3M BBSW,3.910900000011624
2025-02-27,AUD,9M,3M BBSW,3.919300000016478
2025-02-26,AUD,9M,3M BBSW,3.930999999995101
2025-02-25,AUD,9M,3M BBSW,3.936561888091225
2025-02-24,AUD,9M,3M BBSW,3.945286425462175
2025-02-21,AUD,9M,3M BBSW,3.986200000005249
2025-02-20,AUD,9M,3M BBSW,4.000700000007677
2025-02-19,AUD,9M,3M BBSW,3.985300000012384
2025-02-18,AUD,9M,3M BBSW,4.004156611440015
2025-02-17,AUD,9M,3M BBSW,3.970082059903196
2025-02-14,AUD,9M,3M BBSW,3.973800000006385
2025-02-13,AUD,9M,3M BBSW,3.9583000000145976
2025-02-12,AUD,9M,3M BBSW,4.009100000050453
2025-02-11,AUD,9M,3M BBSW,3.983358851546017
2025-02-10,AUD,9M,3M BBSW,3.956587095339298
2025-02-07,AUD,9M,3M BBSW,3.958900000008788
2025-02-06,AUD,9M,3M BBSW,3.934700000016105
2025-02-05,AUD,9M,3M BBSW,3.938499999999666
2025-02-04,AUD,9M,3M BBSW,3.9608228748070946
2025-02-03,AUD,9M,3M BBSW,3.9589502480725005
2025-01-31,AUD,9M,3M BBSW,3.971100000010154
2025-01-30,AUD,9M,3M BBSW,3.972900000010122
2025-01-29,AUD,9M,3M BBSW,3.9859000000129345
2025-01-28,AUD,9M,3M BBSW,4.03950000002562
2025-01-24,AUD,9M,3M BBSW,4.064399999977666
2025-01-23,AUD,9M,3M BBSW,4.070899999978344
2025-01-22,AUD,9M,3M BBSW,4.092700000014727
2025-01-21,AUD,9M,3M BBSW,4.085051983446875
2025-01-20,AUD,9M,3M BBSW,4.085661373815831
2025-01-17,AUD,9M,3M BBSW,4.10670000000855
2025-01-16,AUD,9M,3M BBSW,4.101099999955787
2025-01-15,AUD,9M,3M BBSW,4.096199999968843
2025-01-14,AUD,9M,3M BBSW,4.140299999983566
2025-01-13,AUD,9M,3M BBSW,4.131097781869791
2025-01-10,AUD,9M,3M BBSW,4.122200000012083
2025-01-09,AUD,9M,3M BBSW,4.079299999946822
2025-01-08,AUD,9M,3M BBSW,4.095899999966882
2025-01-07,AUD,9M,3M BBSW,4.133599999968521
2025-01-06,AUD,9M,3M BBSW,4.093257020889656
2025-01-03,AUD,9M,3M BBSW,4.085800000047033
2025-01-02,AUD,9M,3M BBSW,4.081200000014896
2024-12-31,AUD,9M,3M BBSW,4.089149986302656
2024-12-30,AUD,9M,3M BBSW,4.098550018942454
2024-12-27,AUD,9M,3M BBSW,4.066207154368639
2024-12-24,AUD,9M,3M BBSW,4.119000000012544
2024-12-23,AUD,9M,3M BBSW,4.132554108607288
2024-12-20,AUD,9M,3M BBSW,4.132633892238482
2024-12-19,AUD,9M,3M BBSW,4.165999999898007
2024-12-18,AUD,9M,3M BBSW,4.168899999965611
2024-12-17,AUD,9M,3M BBSW,4.16489999996616
2024-12-16,AUD,9M,3M BBSW,4.185473765340561
2024-12-13,AUD,9M,3M BBSW,4.173640932380522
2024-12-12,AUD,9M,3M BBSW,4.209800000040448
2024-12-11,AUD,9M,3M BBSW,4.12829999996718
2024-12-10,AUD,9M,3M BBSW,4.144499999964056
2024-12-09,AUD,9M,3M BBSW,4.214185420296644
2024-12-06,AUD,9M,3M BBSW,4.152691380089251
2024-12-05,AUD,9M,3M BBSW,4.206900000014267
2024-12-04,AUD,9M,3M BBSW,4.184600000053031
2024-12-03,AUD,9M,3M BBSW,4.269399999967048
2024-12-02,AUD,9M,3M BBSW,4.268270693778479
2024-11-29,AUD,9M,3M BBSW,4.269535570497799
2024-11-28,AUD,9M,3M BBSW,4.282000000022555
2024-11-27,AUD,9M,3M BBSW,4.272599999969429
2024-11-26,AUD,9M,3M BBSW,4.282700000018979
2024-11-25,AUD,9M,3M BBSW,4.28733796387764
2024-11-22,AUD,9M,3M BBSW,4.308754488599851
2024-11-21,AUD,9M,3M BBSW,4.321200000019357
2024-11-20,AUD,9M,3M BBSW,4.313300000031557
2024-11-19,AUD,9M,3M BBSW,4.302800000018395
2024-11-18,AUD,9M,3M BBSW,4.290237600115314
2024-11-15,AUD,9M,3M BBSW,4.337340687258172
2024-11-14,AUD,9M,3M BBSW,4.34549999998279
2024-11-13,AUD,9M,3M BBSW,4.356399999974429
2024-11-12,AUD,9M,3M BBSW,4.352200000017996
2024-11-11,AUD,9M,3M BBSW,4.327033413625348
2024-11-08,AUD,9M,3M BBSW,4.310440937565783
2024-11-07,AUD,9M,3M BBSW,4.312700000020882
2024-11-06,AUD,9M,3M BBSW,4.314899999966782
2024-11-05,AUD,9M,3M BBSW,4.320799999980398
2024-11-04,AUD,9M,3M BBSW,4.275140753103291
2024-11-01,AUD,9M,3M BBSW,4.302322087442636
2024-10-31,AUD,9M,3M BBSW,4.320700000015289
2024-10-30,AUD,9M,3M BBSW,4.32020000001413
2024-10-29,AUD,9M,3M BBSW,4.272999999983085
2024-10-28,AUD,9M,3M BBSW,4.264800000017215
2024-10-24,AUD,9M,3M BBSW,4.254099999999363
2024-10-23,AUD,9M,3M BBSW,4.284799999985682
2024-10-22,AUD,9M,3M BBSW,4.27620000000087
2024-10-21,AUD,9M,3M BBSW,4.255042599685371
2024-10-17,AUD,9M,3M BBSW,4.251800000014283
2024-10-16,AUD,9M,3M BBSW,4.178400000089972
2024-10-15,AUD,9M,3M BBSW,4.207500000018259
2024-10-14,AUD,9M,3M BBSW,4.22349999998011
2024-10-11,AUD,9M,3M BBSW,4.233192118792648
2024-10-10,AUD,9M,3M BBSW,4.22570000001443
2024-10-09,AUD,9M,3M BBSW,4.234199999954563
2024-10-08,AUD,9M,3M BBSW,4.212899999981258
2024-10-04,AUD,9M,3M BBSW,4.1885983585559
2024-10-03,AUD,9M,3M BBSW,4.133800000109365
2024-10-02,AUD,9M,3M BBSW,4.133199999956166
2024-10-01,AUD,9M,3M BBSW,4.132734937222618
2024-09-30,AUD,9M,3M BBSW,4.132956176242756
2024-09-27,AUD,9M,3M BBSW,4.113900000017163
2024-09-26,AUD,9M,3M BBSW,4.125713980974457
2024-09-25,AUD,9M,3M BBSW,4.114841070978006
2024-09-24,AUD,9M,3M BBSW,4.093099999945752
2024-09-23,AUD,9M,3M BBSW,4.155954507699354
2024-09-20,AUD,9M,3M BBSW,4.138100000014788
2024-09-19,AUD,9M,3M BBSW,4.137100000018168
2024-09-18,AUD,9M,3M BBSW,4.110000000017346
2024-09-17,AUD,9M,3M BBSW,4.092900000017331
2024-09-16,AUD,9M,3M BBSW,4.07796217607607
2024-09-13,AUD,9M,3M BBSW,4.095100000014105
2024-09-12,AUD,9M,3M BBSW,4.11930000001775
2024-09-11,AUD,9M,3M BBSW,4.148799999981934
2024-09-10,AUD,9M,3M BBSW,4.139399999964013
2024-09-09,AUD,9M,3M BBSW,4.151596192729881
2024-09-06,AUD,9M,3M BBSW,4.161100000123906
2024-09-05,AUD,9M,3M BBSW,4.176599999953036
2024-09-04,AUD,9M,3M BBSW,4.1577999999807
2024-09-03,AUD,9M,3M BBSW,4.18190000001843
2024-09-02,AUD,9M,3M BBSW,4.216347265694885
2024-08-30,AUD,9M,3M BBSW,4.200905312725604
2024-08-29,AUD,9M,3M BBSW,4.193000000119057
2024-08-27,AUD,9M,3M BBSW,4.1274999999839
2024-08-26,AUD,9M,3M BBSW,4.117000000013514
2024-08-23,AUD,9M,3M BBSW,4.139366989621445
2024-08-22,AUD,9M,3M BBSW,4.16071368601843
2024-08-21,AUD,9M,3M BBSW,4.166300000047063
2024-08-20,AUD,9M,3M BBSW,4.171100000018494
2024-08-19,AUD,9M,3M BBSW,4.18239999998585
2024-08-16,AUD,9M,3M BBSW,4.179761421428877
2024-08-15,AUD,9M,3M BBSW,4.190697537256331
2024-08-14,AUD,9M,3M BBSW,4.138100000045032
2024-08-13,AUD,9M,3M BBSW,4.166999999951421
2024-08-12,AUD,9M,3M BBSW,4.200299999879645
2024-08-09,AUD,9M,3M BBSW,4.217872278362511
2024-08-08,AUD,9M,3M BBSW,4.222800933191756
2024-08-07,AUD,9M,3M BBSW,4.22130000005629
2024-08-06,AUD,9M,3M BBSW,4.229099999959408
2024-08-02,AUD,9M,3M BBSW,4.187606317472356
2024-08-01,AUD,9M,3M BBSW,4.271292443234882
2024-07-31,AUD,9M,3M BBSW,4.330727733986467
2024-07-30,AUD,9M,3M BBSW,4.437399999926334
2024-07-29,AUD,9M,3M BBSW,4.458899999967077
2024-07-26,AUD,9M,3M BBSW,4.40539575969416
2024-07-24,AUD,9M,3M BBSW,4.461099999933167
2024-07-23,AUD,9M,3M BBSW,4.467199999986308
2024-07-22,AUD,9M,3M BBSW,4.45729999996706
2024-07-19,AUD,9M,3M BBSW,4.419510934262829
2024-07-18,AUD,9M,3M BBSW,4.383568121498906
2024-07-17,AUD,9M,3M BBSW,4.409300000060827
2024-07-16,AUD,9M,3M BBSW,4.411199999936737
2024-07-15,AUD,9M,3M BBSW,4.432999999967032
2024-07-12,AUD,9M,3M BBSW,4.420112304865555
2024-07-11,AUD,9M,3M BBSW,4.473046257605574
2024-07-10,AUD,9M,3M BBSW,4.4908000000627
2024-07-09,AUD,9M,3M BBSW,4.498999999942874
2024-07-08,AUD,9M,3M BBSW,4.508299999981605
2024-07-05,AUD,9M,3M BBSW,4.474210262097005
2024-07-04,AUD,9M,3M BBSW,4.52223515012312
2024-07-03,AUD,9M,3M BBSW,4.518200000052615
2024-07-02,AUD,9M,3M BBSW,4.508699999941876
2024-07-01,AUD,9M,3M BBSW,4.520517512871002
2024-06-28,AUD,9M,3M BBSW,4.519163966712612
2024-06-27,AUD,9M,3M BBSW,4.503399999980227
2024-06-26,AUD,9M,3M BBSW,4.537414111888591
2024-06-24,AUD,9M,3M BBSW,4.398900000056679
2024-06-21,AUD,9M,3M BBSW,4.396809917466574
2024-06-20,AUD,9M,3M BBSW,4.395699999880491
2024-06-19,AUD,9M,3M BBSW,4.389699999942883
2024-06-18,AUD,9M,3M BBSW,4.379299999983457
2024-06-17,AUD,9M,3M BBSW,4.337599999982246
2024-06-14,AUD,9M,3M BBSW,4.337403527857364
2024-06-13,AUD,9M,3M BBSW,4.34699999997949
2024-06-12,AUD,9M,3M BBSW,4.337099999931223
2024-06-11,AUD,9M,3M BBSW,4.378399999981684
2024-06-07,AUD,9M,3M BBSW,4.382511258100502
2024-06-06,AUD,9M,3M BBSW,4.352100000012073
2024-06-05,AUD,9M,3M BBSW,4.346099999945189
2024-06-04,AUD,9M,3M BBSW,4.350699999982107
2024-06-03,AUD,9M,3M BBSW,4.375699999981958
2024-05-31,AUD,9M,3M BBSW,4.41181842630257
2024-05-30,AUD,9M,3M BBSW,4.406622792429114
2024-05-29,AUD,9M,3M BBSW,4.427875649207309
2024-05-28,AUD,9M,3M BBSW,4.397999999993349
2024-05-27,AUD,9M,3M BBSW,4.363699999984466
2024-05-24,AUD,9M,3M BBSW,4.379873951821074
2024-05-23,AUD,9M,3M BBSW,4.354453218950928
2024-05-22,AUD,9M,3M BBSW,4.340591080587855
2024-05-21,AUD,9M,3M BBSW,4.340099999953137
2024-05-20,AUD,9M,3M BBSW,4.34899999998334
2024-05-17,AUD,9M,3M BBSW,4.341039390296091
2024-05-16,AUD,9M,3M BBSW,4.332535807514935
2024-05-15,AUD,9M,3M BBSW,4.360401715100664
2024-05-14,AUD,9M,3M BBSW,4.406599999952745
2024-05-13,AUD,9M,3M BBSW,4.399999999983127
2024-05-10,AUD,9M,3M BBSW,4.428176876566499
2024-05-09,AUD,9M,3M BBSW,4.409349111161704
2024-05-08,AUD,9M,3M BBSW,4.399573879929503
2024-05-07,AUD,9M,3M BBSW,4.416499999936659
2024-05-06,AUD,9M,3M BBSW,4.481999999980461
2024-05-03,AUD,9M,3M BBSW,4.454566906800479
2024-05-02,AUD,9M,3M BBSW,4.442526171166741
2024-05-01,AUD,9M,3M BBSW,4.448032114635645
2024-04-30,AUD,9M,3M BBSW,4.475799999987287
2024-04-29,AUD,9M,3M BBSW,4.485600000054545
2024-04-26,AUD,9M,3M BBSW,4.46701265970137
2024-04-24,AUD,9M,3M BBSW,4.438099999981427
2024-04-23,AUD,9M,3M BBSW,4.343500000018487
2024-04-22,AUD,9M,3M BBSW,4.337099999967995
2024-04-19,AUD,9M,3M BBSW,4.31245295995289
2024-04-18,AUD,9M,3M BBSW,4.311878473564628
2024-04-17,AUD,9M,3M BBSW,4.340999999943605
2024-04-16,AUD,9M,3M BBSW,4.345699999984083
2024-04-15,AUD,9M,3M BBSW,4.329899999985018
2024-04-12,AUD,9M,3M BBSW,4.294619848632177
2024-04-11,AUD,9M,3M BBSW,4.295196647845793
2024-04-10,AUD,9M,3M BBSW,4.310999999959667
2024-04-09,AUD,9M,3M BBSW,4.273899999884923
2024-04-08,AUD,9M,3M BBSW,4.286599999984531
2024-04-04,AUD,9M,3M BBSW,4.243164442129501
2024-04-03,AUD,9M,3M BBSW,4.276500000115724
2024-04-02,AUD,9M,3M BBSW,4.27320000004972
2024-03-28,AUD,9M,3M BBSW,4.227959508585061
2024-03-27,AUD,9M,3M BBSW,4.253700000011502
2024-03-26,AUD,9M,3M BBSW,4.243330648803314
2024-03-25,AUD,9M,3M BBSW,4.221815120914834
2024-03-22,AUD,9M,3M BBSW,4.2384625702188
2024-03-21,AUD,9M,3M BBSW,4.236894082024653
2024-03-20,AUD,9M,3M BBSW,4.24310000004064
2024-03-19,AUD,9M,3M BBSW,4.24799999996011
2024-03-18,AUD,9M,3M BBSW,4.273700000047783
2024-03-15,AUD,9M,3M BBSW,4.304390212785307
2024-03-14,AUD,9M,3M BBSW,4.275959763065631
2024-03-13,AUD,9M,3M BBSW,4.256800000039568
2024-03-12,AUD,9M,3M BBSW,4.245099999993898
2024-03-11,AUD,9M,3M BBSW,4.237700000011824
2024-03-08,AUD,9M,3M BBSW,4.232714515988209
2024-03-07,AUD,9M,3M BBSW,4.23669559325368
2024-03-06,AUD,9M,3M BBSW,4.263000000034616
2024-03-05,AUD,9M,3M BBSW,4.263299999993881
2024-03-04,AUD,9M,3M BBSW,4.279400000046159
2024-03-01,AUD,9M,3M BBSW,4.261190530885009
2024-02-29,AUD,9M,3M BBSW,4.281800000038505
2024-02-28,AUD,9M,3M BBSW,4.27410000010561
2024-02-27,AUD,9M,3M BBSW,4.301100000019105
2024-02-26,AUD,9M,3M BBSW,4.284423675097775
2024-02-23,AUD,9M,3M BBSW,4.253479504541927
2024-02-22,AUD,9M,3M BBSW,4.276800000015204
2024-02-21,AUD,9M,3M BBSW,4.275399999884353
2024-02-20,AUD,9M,3M BBSW,4.257100000037774
2024-02-19,AUD,9M,3M BBSW,4.27358925056343
2024-02-16,AUD,9M,3M BBSW,4.262515313058653
2024-02-15,AUD,9M,3M BBSW,4.278900000037198
2024-02-14,AUD,9M,3M BBSW,4.316099999981017
2024-02-13,AUD,9M,3M BBSW,4.320399999980783
2024-02-12,AUD,9M,3M BBSW,4.300782892111693
2024-02-09,AUD,9M,3M BBSW,4.266883803584124
2024-02-08,AUD,9M,3M BBSW,4.277100000035293
2024-02-07,AUD,9M,3M BBSW,4.273700000033051
2024-02-06,AUD,9M,3M BBSW,4.267900000034719
2024-02-05,AUD,9M,3M BBSW,4.274170409466872
2024-02-02,AUD,9M,3M BBSW,4.210484941537596
2024-02-01,AUD,9M,3M BBSW,4.196900000012463
2024-01-31,AUD,9M,3M BBSW,4.191100000042304
2024-01-30,AUD,9M,3M BBSW,4.270100000014811
2024-01-29,AUD,9M,3M BBSW,4.269400000038788
2024-01-25,AUD,9M,3M BBSW,4.301739110102088
2024-01-24,AUD,9M,3M BBSW,4.319800000037375
2024-01-23,AUD,9M,3M BBSW,4.307600000028308
2024-01-22,AUD,9M,3M BBSW,4.297399999967638
2024-01-19,AUD,9M,3M BBSW,4.295977882368997
2024-01-18,AUD,9M,3M BBSW,4.319500000040397
2024-01-17,AUD,9M,3M BBSW,4.32639999987695
2024-01-16,AUD,9M,3M BBSW,4.307099999980522
2024-01-15,AUD,9M,3M BBSW,4.282100000023173
2024-01-12,AUD,9M,3M BBSW,4.22885321555227
2024-01-11,AUD,9M,3M BBSW,4.266900000043099
2024-01-10,AUD,9M,3M BBSW,4.292899999883388
2024-01-09,AUD,9M,3M BBSW,4.274199999881541
2024-01-08,AUD,9M,3M BBSW,4.29399999988752
2024-01-05,AUD,9M,3M BBSW,4.269944945874594
2024-01-04,AUD,9M,3M BBSW,4.29649999998214
2024-01-03,AUD,9M,3M BBSW,4.273899999888258
2024-01-02,AUD,9M,3M BBSW,4.270299999981369
2023-12-29,AUD,9M,3M BBSW,4.217943380159754
2023-12-28,AUD,9M,3M BBSW,4.199472834142301
2023-12-27,AUD,9M,3M BBSW,4.23599999996638
2023-12-22,AUD,9M,3M BBSW,4.248494679641531
2023-12-21,AUD,9M,3M BBSW,4.223304203125075
2023-12-20,AUD,9M,3M BBSW,4.26599999998755
2023-12-19,AUD,9M,3M BBSW,4.28979999988751
2023-12-18,AUD,9M,3M BBSW,4.271899999880836
2023-12-15,AUD,9M,3M BBSW,4.310308562515916
2023-12-14,AUD,9M,3M BBSW,4.285567609478095
2023-12-13,AUD,9M,3M BBSW,4.270999999959295
2023-12-12,AUD,9M,3M BBSW,4.365500000032529
2023-12-11,AUD,9M,3M BBSW,4.366800000035632
2023-12-07,AUD,9M,3M BBSW,4.323993136185512
2023-12-06,AUD,9M,3M BBSW,4.332500000094496
2023-12-05,AUD,9M,3M BBSW,4.378799999985588
2023-12-04,AUD,9M,3M BBSW,4.473699999980973
2023-12-01,AUD,9M,3M BBSW,4.417260609198362
2023-11-30,AUD,9M,3M BBSW,4.457128568533083
2023-11-29,AUD,9M,3M BBSW,4.450500000099682
2023-11-28,AUD,9M,3M BBSW,4.504800000048034
2023-11-27,AUD,9M,3M BBSW,4.513599999984455
2023-11-24,AUD,9M,3M BBSW,4.500149744223942
2023-11-23,AUD,9M,3M BBSW,4.523199999981721
2023-11-22,AUD,9M,3M BBSW,4.528600000029515
2023-11-21,AUD,9M,3M BBSW,4.454599999982242
